title,method,complexity,scenario,advantages,limitations,data_driven,category,category_zh,category_bilingual,source_category
Building Trust in the Skies: A Knowledge-Grounded LLM-based Framework for Aviation Safety,"A dual-phase pipeline framework that employs LLMs to automate the construction and dynamic updating of an Aviation Safety Knowledge Graph (ASKG) from multimodal sources, and then leverages this curated KG within a Ret...",medium,"Aviation safety domain, multimodal sources",A novel end-to-end framework that combines LLMs and Knowledge Graphs (KGs) to enhance the trustworthiness of safety analytics through a dual-phase pipeline: automating the construction and dynamic updating of an Aviat...,Not explicitly mentioned,yes,Knowledge Graph and Structured Knowledge RAG,知识图谱与结构化知识 RAG,知识图谱与结构化知识 RAG (Knowledge Graph and Structured Knowledge RAG),Knowledge Graph and Structured Knowledge RAG
Facet-Level Tracing of Evidence Uncertainty and Hallucination in RAG,A facet-level diagnostics framework that creates a structured Facet x Chunk matrix combining retrieval relevance with natural language inference-based faithfulness scores. Analysis of three controlled inference modes:...,medium,Medical QA and HotpotQA,"Decompose input questions into atomic reasoning facets to assess evidence sufficiency and grounding, allowing for detailed analysis of how retrieved evidence is integrated during generation.",Not specified in the abstract,yes,"Reliability, Safety, Privacy, and Security",可靠性、安全、隐私与防护,"可靠性、安全、隐私与防护 (Reliability, Safety, Privacy, and Security)","Evaluation, Benchmarks, and Diagnostics"
ADAM: A Systematic Data Extraction Attack on Agent Memory via Adaptive Querying,"ADAM, a privacy attack system that performs data distribution estimation of a victim agent's memory and uses an entropy-guided query strategy to maximize privacy leakage.",medium,unknown,"ADAM, a novel privacy attack that features data distribution estimation of a victim agent's memory and employs an entropy-guided query strategy for maximizing privacy leakage.",unknown,unknown,Agentic and Multi-Agent RAG,智能体与多智能体 RAG,智能体与多智能体 RAG (Agentic and Multi-Agent RAG),"Reliability, Safety, Privacy, and Security"
PriHA: A RAG-Enhanced LLM Framework for Primary Healthcare Assistant in Hong Kong,"A tri-stage pipeline that includes a query optimizer to generalize user intent-oriented sub-queries, followed by a novel Dual Retrieval Augmented Generation (DRAG) architecture for mixed-source retrieval and context-r...",high,Primary healthcare in Hong Kong,A RAG-enhanced LLM system for primary healthcare assistance that uses a tri-stage pipeline with query optimization and a Dual Retrieval Augmented Generation (DRAG) architecture.,Not specified,yes,Core Retrieval and Ranking Methods,核心检索与排序方法,核心检索与排序方法 (Core Retrieval and Ranking Methods),Domain-Specific RAG Applications
MAB-DQA: Addressing Query Aspect Importance in Document Question Answering with Multi-Armed Bandits,Multi-Armed Bandit-based DQA framework (MAB-DQA) that dynamically reallocates retrieval budgets toward high-value aspects based on an exploration-exploitation policy.,medium,four benchmarks,"Decompose a query into aspect-aware subqueries and retrieve an aspect-specific candidate set for each, treating each subquery as an arm and using preliminary reasoning results as reward signals to estimate aspect util...",unknown,yes,General or Unspecified RAG,通用或未明确 RAG,通用或未明确 RAG (General or Unspecified RAG),Core Retrieval and Ranking Methods
Beyond Relevance: Utility-Centric Retrieval in the LLM Era,"A unified framework covering LLM-agnostic versus LLM-specific utility, context-independent versus context-dependent utility, and the connection with LLM information needs and agentic RAG.",high,unknown,Retrieval objectives are evolving from relevance-centric optimization toward LLM-centric utility in the context of retrieval-augmented generation (RAG) systems.,unknown,unknown,"Survey, Theory, and Governance",综述、理论与治理,"综述、理论与治理 (Survey, Theory, and Governance)","Survey, Theory, and Governance"
"Securing Retrieval-Augmented Generation: A Taxonomy of Attacks, Defenses, and Future Directions","Abstracting the RAG workflow into six stages and organizing literature around three trust boundaries and four primary security surfaces to systematically review attacks, defenses, remediation mechanisms, and evaluatio...",medium,unknown,"Secure RAG is fundamentally about the security of the external knowledge-access pipeline, which can be abstracted into six stages with three trust boundaries and four primary security surfaces.",unknown,unknown,"Reliability, Safety, Privacy, and Security",可靠性、安全、隐私与防护,"可靠性、安全、隐私与防护 (Reliability, Safety, Privacy, and Security)","Reliability, Safety, Privacy, and Security"
HyperMem: Hypergraph Memory for Long-Term Conversations,"HyperMem structures memory into three levels: topics, episodes, and facts, and groups related episodes and their facts via hyperedges, with a hybrid lexical-semantic index and coarse-to-fine retrieval strategy",medium,LoCoMo benchmark,A hypergraph-based hierarchical memory architecture that models high-order associations using hyperedges,unknown,yes,Agentic and Multi-Agent RAG,智能体与多智能体 RAG,智能体与多智能体 RAG (Agentic and Multi-Agent RAG),General or Unspecified RAG
From Binary Groundedness to Support Relations: Towards a Reader-Centred Taxonomy for Comprehension of AI Output,"Synthesizing a framework from prior research in linguistics and philosophy of language, and evaluating it through a benchmark and human annotation protocol.",medium,unknown,Development of a reader-centred taxonomy of grounding as a set of support relations between generated statements and source documents.,unknown,unknown,"Reliability, Safety, Privacy, and Security",可靠性、安全、隐私与防护,"可靠性、安全、隐私与防护 (Reliability, Safety, Privacy, and Security)","Evaluation, Benchmarks, and Diagnostics"
Guaranteeing Knowledge Integration with Joint Decoding for Retrieval-Augmented Generation,GuarantRAG framework that uses a joint decoding mechanism to dynamically fuse the logical coherence of the Inner-Answer with the factual precision of the Refer-Answer at the token level.,medium,five QA benchmarks,Explicitly decouple reasoning from evidence integration by generating an 'Inner-Answer' based on parametric knowledge and a 'Refer-Answer' using a Contrastive DPO objective to guarantee faithful evidence extraction.,unknown,yes,Core Retrieval and Ranking Methods,核心检索与排序方法,核心检索与排序方法 (Core Retrieval and Ranking Methods),Core Retrieval and Ranking Methods
Rag Performance Prediction for Question Answering,"Studying pre-retrieval and post-retrieval predictors originally devised for ad hoc retrieval, and post-generation predictors, including a novel one that posts the best prediction quality",medium,unknown,Predicting when RAG will improve question answering performance,unknown,unknown,"Evaluation, Benchmarks, and Diagnostics",评测、基准与诊断,"评测、基准与诊断 (Evaluation, Benchmarks, and Diagnostics)",Core Retrieval and Ranking Methods
Efficient and Effective Internal Memory Retrieval for LLM-Based Healthcare Prediction,"Keys to Knowledge (K2K), a novel framework that enables rapid retrieval from internal key-value memory without inference-time overhead, enhanced through activation-guided probe construction and cross-attention reranking.",medium,four benchmark healthcare outcome prediction datasets,"Replacing external retrieval with internal, key-based knowledge access by encoding essential clinical information directly into the model's parameter space, enabling rapid retrieval without inference-time overhead.",unknown,yes,Agentic and Multi-Agent RAG,智能体与多智能体 RAG,智能体与多智能体 RAG (Agentic and Multi-Agent RAG),Domain-Specific RAG Applications
PRIME: Training Free Proactive Reasoning via Iterative Memory Evolution for User-Centric Agent,"A gradient-free learning framework that distills multi-turn interaction trajectories into structured, human-readable experiences organized across three semantic zones: successful strategies, failure patterns, and user...",high,Several diverse user-centric environments,"PRIME (Proactive Reasoning via Iterative Memory Evolution), a gradient-free learning framework that enables continuous agent evolution through explicit experience accumulation rather than expensive parameter optimizat...",unknown,yes,Agentic and Multi-Agent RAG,智能体与多智能体 RAG,智能体与多智能体 RAG (Agentic and Multi-Agent RAG),Agentic and Multi-Agent RAG
DCD: Domain-Oriented Design for Controlled Retrieval-Augmented Generation,"Hierarchical decomposition of information space and multi-stage routing based on structured model outputs, enabling progressive restriction of retrieval and generation scopes, complemented by smart chunking, hybrid re...",high,synthetic evaluation dataset,"DCD (Domain-Collection-Document), a domain-oriented design to structure knowledge and control query processing in RAG systems without modifying the underlying language model.",unknown,yes,Core Retrieval and Ranking Methods,核心检索与排序方法,核心检索与排序方法 (Core Retrieval and Ranking Methods),General or Unspecified RAG
"Why teaching resists automation in an AI-inundated era: Human judgment, non-modular work, and the limits of delegation",Drawing on recent literature and empirical studies of large language models and retrieval-augmented generation systems,medium,unknown,"Teaching remains difficult to automate because it is inherently interpretive, relational, and grounded in professional judgment, and is shaped by human cognition, behavior, motivation, and social interaction in ways t...",unknown,unknown,"Survey, Theory, and Governance",综述、理论与治理,"综述、理论与治理 (Survey, Theory, and Governance)","Survey, Theory, and Governance"
A Systematic Study of Retrieval Pipeline Design for Retrieval-Augmented Medical Question Answering,"Systematic evaluation of retrieval-augmented medical question answering analyzing the interaction between language models, embedding models, retrieval strategies, query reformulation, and cross-encoder reranking acros...",medium,MedQA USMLE benchmark and a structured textbook-based knowledge corpus,Retrieval-augmented generation (RAG) can address these limitations by integrating external knowledge retrieval into the reasoning process,Not specified in the abstract,yes,"Evaluation, Benchmarks, and Diagnostics",评测、基准与诊断,"评测、基准与诊断 (Evaluation, Benchmarks, and Diagnostics)","Evaluation, Benchmarks, and Diagnostics"
Learning to Search: A Decision-Based Agent for Knowledge-Based Visual Question Answering,"A decision-based agent that selects among four actions (Answer, Image Retrieval, Text Retrieval, Caption) based on current information state, trained using automated collection of multi-step trajectories.",medium,InfoSeek and E-VQA,Reformulate KB-VQA as a search-agent problem modeled as a multi-step decision-making procedure where an agent selects from four actions at each step.,Unknown,yes,Multimodal and Visual RAG,多模态与视觉 RAG,多模态与视觉 RAG (Multimodal and Visual RAG),Core Retrieval and Ranking Methods
DTCRS: Dynamic Tree Construction for Recursive Summarization,"DTCRS (Dynamic Tree Construction for Recursive Summarization) - a method that analyzes question type to determine if a summary tree is necessary, decomposes questions, and uses embeddings of sub-questions as initial c...",medium,unknown,"DTCRS dynamically generates summary trees based on document structure and query semantics, determines whether a summary tree is necessary by analyzing the question type, and uses embeddings of sub-questions as initial...",unknown,unknown,General or Unspecified RAG,通用或未明确 RAG,通用或未明确 RAG (General or Unspecified RAG),Core Retrieval and Ranking Methods
ChunQiuTR: Time-Keyed Temporal Retrieval in Classical Chinese Annals,ChunQiuTR benchmark and CTD (Calendrical Temporal Dual-encoder) that combines Fourier-based absolute calendrical context with relative offset biasing,medium,"ChunQiuTR benchmark built from the Spring and Autumn Annals and its exegetical tradition, with records organized by month-level reign keys and chrono-near confounders",Time-keyed retrieval for Classical Chinese annals where both topical relevance and temporal consistency are crucial,unknown,yes,General or Unspecified RAG,通用或未明确 RAG,通用或未明确 RAG (General or Unspecified RAG),Core Retrieval and Ranking Methods
RefineRAG: Word-Level Poisoning Attacks via Retriever-Guided Text Refinement,"RefineRAG, a framework with two stages: Macro Generation that produces toxic seeds to induce target answers, and Micro Refinement that employs retriever-in-the-loop optimization to maximize retrieval priority while ma...",high,NQ and MSMARCO datasets,Treating poisoning as a holistic word-level refinement problem to improve attack effectiveness and reduce detectability.,unknown,yes,"Reliability, Safety, Privacy, and Security",可靠性、安全、隐私与防护,"可靠性、安全、隐私与防护 (Reliability, Safety, Privacy, and Security)","Reliability, Safety, Privacy, and Security"
Aligning Dense Retrievers with LLM Utility via DistillationAligning Dense Retrievers with LLM Utility via Distillation,"A bi-encoder trained with a Utility-Modulated InfoNCE objective to match utility distributions from perplexity reduction, injecting utility signals directly into the embedding space without requiring test-time LLM inf...",high,QASPER benchmark,"Utility-Aligned Embeddings (UAE), a framework that merges the advantages of dense retrieval and utility-based approaches by training a bi-encoder to imitate a utility distribution derived from perplexity reduction.",unknown,yes,General or Unspecified RAG,通用或未明确 RAG,通用或未明确 RAG (General or Unspecified RAG),Core Retrieval and Ranking Methods
BERAG: Bayesian Ensemble Retrieval-Augmented Generation for Knowledge-based Visual Question Answering,"Bayesian Ensemble Retrieval-Augmented Generation (BERAG) and Bayesian Ensemble Fine-Tuning (BEFT), which treats document posterior probabilities as ensemble weights and updates them token by token using Bayes' rule du...",high,"knowledge-based visual question answering tasks, Document Visual Question Answering, multimodal needle-in-a-haystack benchmarks","Condition language models on individual retrieved documents rather than a combined context, using document posterior probabilities as ensemble weights updated token by token using Bayes' rule during generation.",unknown,yes,Multimodal and Visual RAG,多模态与视觉 RAG,多模态与视觉 RAG (Multimodal and Visual RAG),Multimodal and Visual RAG
Can QPP Choose the Right Query Variant? Evaluating Query Variant Selection for RAG Pipelines,Evaluating pre- and post-retrieval QPP predictors under correlation- and decision-based metrics across TREC-RAG with sparse and dense retrievers,medium,TREC-RAG,Using Query Performance Prediction (QPP) as a mechanism for variant selection in both ad-hoc retrieval and end-to-end RAG pipelines,Unknown,yes,"Evaluation, Benchmarks, and Diagnostics",评测、基准与诊断,"评测、基准与诊断 (Evaluation, Benchmarks, and Diagnostics)","Evaluation, Benchmarks, and Diagnostics"
LARA: Validation-Driven Agentic Supercomputer Workflows for Atomistic Modeling,"Validation-driven agentic framework with three components: (i) controlled execution layer for mediating HPC resource interactions, (ii) simulation-native validation through dry-run capabilities, and (iii) multi-phase...",medium,"Atomistic modeling on HPC systems, specifically applied to Density Functional Theory simulations","LARA-HPC, a validation-driven agentic framework to enable reliable workflow generation for atomistic modeling on HPC systems through three key components: controlled execution layer, simulation-native validation, and...",Not explicitly mentioned,yes,Agentic and Multi-Agent RAG,智能体与多智能体 RAG,智能体与多智能体 RAG (Agentic and Multi-Agent RAG),Agentic and Multi-Agent RAG
STEM: Structure-Tracing Evidence Mining for Knowledge Graphs-Driven Retrieval-Augmented Generation,"Semantic-to-Structural Projection pipeline to decompose queries into atomic relational assertions and construct an adaptive query schema graph, along with Triple-Dependent GNN (Triple-GNN) to generate a Global Guidanc...",medium,multiple multi-hop benchmarks,"Structure-Tracing Evidence Mining (STEM), a novel framework that reframes multi-hop reasoning as a schema-guided graph search task",unknown,yes,Knowledge Graph and Structured Knowledge RAG,知识图谱与结构化知识 RAG,知识图谱与结构化知识 RAG (Knowledge Graph and Structured Knowledge RAG),Knowledge Graph and Structured Knowledge RAG
Bridging the Long-Tail Gap: Robust Retrieval-Augmented Relation Completion via Multi-Stage Paraphrase Infusion,"RC-RAG, a novel multi-stage paraphrase-guided framework that: (a) integrates paraphrases into retrieval, (b) uses paraphrases to generate relation-aware summaries, and (c) leverages paraphrases during generation to gu...",high,Two benchmark datasets,A multi-stage paraphrase-guided relation-completion framework (RC-RAG) that systematically incorporates relation paraphrases across multiple stages to expand lexical coverage and guide reasoning.,Unknown,yes,General or Unspecified RAG,通用或未明确 RAG,通用或未明确 RAG (General or Unspecified RAG),Core Retrieval and Ranking Methods
RAG-Reflect: Agentic Retrieval-Augmented Generation with Reflections for Comment-Driven Code Maintenance on Stack Overflow,"RAG-Reflect, a modular framework with a three-stage runtime workflow built on a one-time pattern analysis phase, including an Interpretation module for generating validation rules and retrieval, reasoning, and reflect...",high,SOUP benchmark,Using agentic AI principles with retrieval-augmented reasoning and self-reflection to determine if a user comment directly triggered a subsequent code edit without task-specific training.,unknown,yes,Core Retrieval and Ranking Methods,核心检索与排序方法,核心检索与排序方法 (Core Retrieval and Ranking Methods),Core Retrieval and Ranking Methods
Evaluating LLM-Based Goal Extraction in Requirements Engineering: Prompting Strategies and Their Limitations,"chain of LLMs with engineered prompts, in-context learning variants, and generation-critic mechanism as a feedback loop",medium,software documentation,using a chain of LLMs with engineered prompts for actor identification and high and low-level goal extraction,the approach is best suited as a tool to accelerate manual extraction rather than as a full replacement; primary performance ceiling may be the prompting strategy applied to the 'critic' LLM,yes,General or Unspecified RAG,通用或未明确 RAG,通用或未明确 RAG (General or Unspecified RAG),Domain-Specific RAG Applications
An End-to-End Ukrainian RAG for Local Deployment. Optimized Hybrid Search and Lightweight Generation,"A two-stage search pipeline that retrieves relevant document pages, paired with a specialized Ukrainian language model fine-tuned on synthetic data, and model compression for lightweight deployment.",medium,"Ukrainian document question answering, UNLP 2026 Shared Task","A custom two-stage search pipeline combined with a specialized Ukrainian language model fine-tuned on synthetic data, compressed for lightweight deployment.",Not explicitly mentioned in the abstract,yes,"Efficiency, Deployment, and On-Device RAG",效率、部署与端侧 RAG,"效率、部署与端侧 RAG (Efficiency, Deployment, and On-Device RAG)",Domain-Specific RAG Applications
Lightweight Retrieval-Augmented Generation and Large Language Model-Based Modeling for Scalable Patient-Trial Matching,"A framework with two components: retrieval-augmented generation for identifying relevant EHR segments, and LLM encoding of these segments followed by dimensionality reduction and lightweight predictors for efficient c...",high,"Public benchmarks (n2c2, SIGIR, TREC 2021/2022) and a real-world multimodal dataset from Mayo Clinic (MCPMD)",A lightweight framework that combines retrieval-augmented generation and LLM-based modeling to separate the identification of relevant EHR segments from their representation and classification,Not specified,yes,Core Retrieval and Ranking Methods,核心检索与排序方法,核心检索与排序方法 (Core Retrieval and Ranking Methods),Domain-Specific RAG Applications
"Coverage, Not Averages: Semantic Stratification for Trustworthy Retrieval Evaluation",Organizing documents into entity-based clusters and systematically generating queries for missing strata to provide semantic coverage guarantees,medium,multiple benchmarks and retrieval methods,Formalizing retrieval evaluation as a statistical estimation problem and introducing semantic stratification to ground evaluation in corpus structure,not specified,yes,"Evaluation, Benchmarks, and Diagnostics",评测、基准与诊断,"评测、基准与诊断 (Evaluation, Benchmarks, and Diagnostics)","Evaluation, Benchmarks, and Diagnostics"
ORPHEAS: A Cross-Lingual Greek-English Embedding Model for Retrieval-Augmented Generation,Training with a knowledge graph-based fine-tuning methodology applied to a diverse multi-domain corpus to enable language-agnostic semantic representations,high,diverse multi-domain corpus,"ORPHEAS, a specialized Greek-English embedding model for bilingual retrieval-augmented generation",unknown,yes,Core Retrieval and Ranking Methods,核心检索与排序方法,核心检索与排序方法 (Core Retrieval and Ranking Methods),Core Retrieval and Ranking Methods
"Self-Aware Vector Embeddings for Retrieval-Augmented Generation: A Neuroscience-Inspired Framework for Temporal, Confidence-Weighted, and Relational Knowledge","A retrieval pipeline using a four-signal score (semantic relevance, temporal validity, live confidence, and graph-relational importance) and a background consolidation agent that detects contradictions, builds depende...",medium,A reproducible synthetic versioned-policy benchmark of 258 vectors and 138 queries.,"SmartVector framework that augments dense embeddings with temporal awareness, confidence decay, and relational awareness using a hippocampal-neocortical memory consolidation-inspired lifecycle.",unknown,yes,Core Retrieval and Ranking Methods,核心检索与排序方法,核心检索与排序方法 (Core Retrieval and Ranking Methods),Core Retrieval and Ranking Methods
Knowledge Capsules: Structured Nonparametric Memory Units for LLMs,"External Key Value Injection (KVI) framework that compiles capsules into attention-compatible key value representations, enabling external knowledge to directly participate in the model's attention computation.",medium,multiple QA benchmarks,"Knowledge Capsules, structured nonparametric memory units that represent normalized relational knowledge, constructed directly from document corpora using a frozen base model.",unknown,yes,Agentic and Multi-Agent RAG,智能体与多智能体 RAG,智能体与多智能体 RAG (Agentic and Multi-Agent RAG),Core Retrieval and Ranking Methods
Adaptive Defense Orchestration for RAG: A Sentinel-Strategist Architecture against Multi-Vector Attacks,A context-aware framework with Sentinel detecting anomalous retrieval behavior and Strategist selectively deploying defenses based on query context.,medium,three benchmark datasets and five orchestration models,"The Sentinel-Strategist architecture, a context-aware framework for risk analysis and defense selection that detects anomalous retrieval behavior and selectively deploys defenses based on query context.",robustness remains sensitive to model choice,yes,"Reliability, Safety, Privacy, and Security",可靠性、安全、隐私与防护,"可靠性、安全、隐私与防护 (Reliability, Safety, Privacy, and Security)","Reliability, Safety, Privacy, and Security"
HaS: Accelerating RAG through Homology-Aware Speculative Retrieval,"HaS, a homology-aware speculative retrieval framework that performs speculative retrieval over restricted scopes and validates candidate documents through homologous query re-identification.",medium,Datasets mentioned but not named,Homology-aware speculative retrieval framework that performs low-latency retrieval over restricted scopes and validates candidate documents using homology relations between queries.,Not specified,yes,"Efficiency, Deployment, and On-Device RAG",效率、部署与端侧 RAG,"效率、部署与端侧 RAG (Efficiency, Deployment, and On-Device RAG)","Efficiency, Deployment, and On-Device RAG"
All Languages Matter: Understanding and Mitigating Language Bias in Multilingual RAG,"LAURA (Language-Agnostic Utility-driven Reranker Alignment), which aligns multilingual evidence ranking with downstream generative utility.",medium,Diverse languages and generation models (explicitly mentioned but not specified),Language bias in reranking causes performance gaps by suppressing 'answer-critical' documents in non-English languages.,Unknown,yes,"Reliability, Safety, Privacy, and Security",可靠性、安全、隐私与防护,"可靠性、安全、隐私与防护 (Reliability, Safety, Privacy, and Security)",Core Retrieval and Ranking Methods
A Reproducibility Study of Metacognitive Retrieval-Augmented Generation,"Reproducing MetaRAG's experimental setup, extending it with PointWise and ListWise rerankers, and comparing with SIM-RAG which uses a lightweight critic model to stop retrieval.",medium,unknown,"Metacognitive Retrieval Augmented Generation (MetaRAG) enables Large Language Models to critique and refine their reasoning, addressing the challenge of determining when to stop retrieval.","Challenges with closed-source LLM updates, missing implementation details, and unreleased prompts in the original MetaRAG implementation.",unknown,General or Unspecified RAG,通用或未明确 RAG,通用或未明确 RAG (General or Unspecified RAG),Core Retrieval and Ranking Methods
GenerativeMPC: VLM-RAG-guided Whole-Body MPC with Virtual Impedance for Bimanual Mobile Manipulation,"A framework using VLM-RAG to translate visual and linguistic context into control constraints (velocity limits and safety margins) for Whole-Body MPC, while also modulating virtual stiffness and damping gains for an i...",medium,"MuJoCo, IsaacSim, and a physical bimanual platform","GenerativeMPC, a hierarchical cyber-physical framework that bridges semantic scene understanding with physical control parameters using a Vision-Language Model with Retrieval-Augmented Generation (VLM-RAG).",unknown,yes,Core Retrieval and Ranking Methods,核心检索与排序方法,核心检索与排序方法 (Core Retrieval and Ranking Methods),Domain-Specific RAG Applications
KD-Judge: A Knowledge-Driven Automated Judge Framework for Functional Fitness Movements on Edge Devices,"Knowledge-driven automated judging framework (KD-Judge) with LLM-based retrieval-augmented generation and chain-of-thought rule-structuring pipeline, deterministic rule-based judging system, pose-guided kinematic reas...",medium,CFRep dataset,"Converting unstructured rulebook standards into executable, machine-readable representations using an LLM-based retrieval-augmented generation and chain-of-thought rule-structuring pipeline, with deterministic rule-ba...",unknown,yes,"Efficiency, Deployment, and On-Device RAG",效率、部署与端侧 RAG,"效率、部署与端侧 RAG (Efficiency, Deployment, and On-Device RAG)","Efficiency, Deployment, and On-Device RAG"
RARE: Redundancy-Aware Retrieval Evaluation Framework for High-Similarity Corpora,RARE (Redundancy-Aware Retrieval Evaluation) framework that decomposes documents into atomic facts and uses CRRF to score criteria separately and fuse decisions by rank.,medium,"Finance, Legal, and Patent corpora; RedQA benchmark",Create a framework for constructing realistic benchmarks that account for redundancy by decomposing documents into atomic facts and enhancing LLM-based data generation with CRRF.,unknown,yes,"Evaluation, Benchmarks, and Diagnostics",评测、基准与诊断,"评测、基准与诊断 (Evaluation, Benchmarks, and Diagnostics)","Evaluation, Benchmarks, and Diagnostics"
MASS-RAG: Multi-Agent Synthesis Retrieval-Augmented Generation,"MASS-RAG, a multi-agent synthesis approach with distinct agents for evidence summarization, evidence extraction, and reasoning over retrieved documents, combining outputs through a dedicated synthesis stage.",high,four benchmarks (specific names not provided),Structuring evidence processing into multiple role-specialized agents to handle different aspects of the retrieved information.,unknown,yes,Agentic and Multi-Agent RAG,智能体与多智能体 RAG,智能体与多智能体 RAG (Agentic and Multi-Agent RAG),Agentic and Multi-Agent RAG
Beyond Explicit Refusals: Soft-Failure Attacks on Retrieval-Augmented Generation,"Deceptive Evolutionary Jamming Attack (DEJA), an automated black-box attack framework that generates adversarial documents to trigger soft failures by exploiting safety-aligned behaviors of large language models. DEJA...",high,Multiple RAG configurations and benchmark datasets,Formalizing and addressing soft failures in RAG systems - fluent and coherent yet non-informative responses that degrade utility without being overt failures.,unknown,yes,"Reliability, Safety, Privacy, and Security",可靠性、安全、隐私与防护,"可靠性、安全、隐私与防护 (Reliability, Safety, Privacy, and Security)","Reliability, Safety, Privacy, and Security"
EHRAG: Bridging Semantic Gaps in Lightweight GraphRAG via Hybrid Hypergraph Construction and Retrieval,EHRAG constructs structural hyperedges based on sentence-level co-occurrence with lightweight entity extraction and semantic hyperedges by clustering entity text embeddings; performs structure-semantic hybrid diffusio...,medium,four datasets (specific names not mentioned),"EHRAG constructs a hypergraph capturing both structural and semantic relationships, and uses a hybrid structural-semantic retrieval mechanism",unknown,yes,Knowledge Graph and Structured Knowledge RAG,知识图谱与结构化知识 RAG,知识图谱与结构化知识 RAG (Knowledge Graph and Structured Knowledge RAG),Core Retrieval and Ranking Methods
SAGE: Selective Attention-Guided Extraction for Token-Efficient Document Indexing,"SAGE uses a lightweight local LLM for a single prefilling pass to convert attention signals into relevance heatmaps, employs differential attention strategies to isolate question-relevant evidence, and selects top-sco...",high,multiple long-document QA benchmarks (not specified beyond this),"Selective Attention-Guided Extraction (SAGE) - a training-free, plug-and-play context reduction framework that uses a lightweight local LLM to create a query-specific relevance heatmap and selects top-scoring units un...",not specified,yes,"Efficiency, Deployment, and On-Device RAG",效率、部署与端侧 RAG,"效率、部署与端侧 RAG (Efficiency, Deployment, and On-Device RAG)",Core Retrieval and Ranking Methods
DocSeeker: Structured Visual Reasoning with Evidence Grounding for Long Document Understanding,"A two-stage training framework: Supervised Fine-Tuning on high-quality data generated via knowledge distillation, followed by Evidence-aware Group Relative Policy Optimization. Also includes an Evidence-Guided Resolut...",high,unknown,"A structured Analysis, Localization and Reasoning workflow to address challenges in long document understanding.",unknown,unknown,Multimodal and Visual RAG,多模态与视觉 RAG,多模态与视觉 RAG (Multimodal and Visual RAG),Core Retrieval and Ranking Methods
AITP: Traffic Accident Responsibility Allocation via Multimodal Large Language Models,AITP (Artificial Intelligence Traffic Police) - a multimodal large language model with MCoT mechanism and RAG for legal knowledge integration.,medium,"DecaTARA benchmark with 67,941 annotated videos and 195,821 question-answer pairs across ten interrelated traffic accident reasoning tasks.","Developing AITP, a multimodal large language model that enhances reasoning through a Multimodal Chain-of-Thought (MCoT) mechanism and integrates legal knowledge through Retrieval-Augmented Generation (RAG).",unknown,yes,Multimodal and Visual RAG,多模态与视觉 RAG,多模态与视觉 RAG (Multimodal and Visual RAG),Domain-Specific RAG Applications
When RAG Chatbots Expose Their Backend: An Anonymized Case Study of Privacy and Security Risks in Patient-Facing Medical AI,"Two-stage strategy: (1) Claude Opus 4.6-assisted exploratory prompt-based testing and vulnerability hypothesis generation, (2) manual verification using Chrome Developer Tools to inspect network traffic, payloads, API...",medium,Patient-facing medical RAG chatbot,Standard browser tools can identify critical privacy and security vulnerabilities in medical RAG chatbots without requiring specialist skills or authentication,Not specified,yes,"Reliability, Safety, Privacy, and Security",可靠性、安全、隐私与防护,"可靠性、安全、隐私与防护 (Reliability, Safety, Privacy, and Security)","Reliability, Safety, Privacy, and Security"
BlenderRAG: High-Fidelity 3D Object Generation via Retrieval-Augmented Code Synthesis,Retrieval-augmented generation system that retrieves semantically similar examples during generation.,medium,"Curated multimodal dataset of 500 expert-validated examples (text, code, image) across 50 object categories.","BlenderRAG, a retrieval-augmented generation system that operates on a curated multimodal dataset of 500 expert-validated examples across 50 object categories.",Not specified,yes,Core Retrieval and Ranking Methods,核心检索与排序方法,核心检索与排序方法 (Core Retrieval and Ranking Methods),Core Retrieval and Ranking Methods
H-RAG at SemEval-2026 Task 8: Hierarchical Parent-Child Retrieval for Multi-Turn RAG Conversations,"Documents are segmented into overlapping sentence-based child chunks while preserving full documents as parent units. Retrieval combines hybrid dense-sparse search, tunable weighting, and embedding-based similarity re...",medium,SemEval-2026 Task 8 (MTRAGEval),A hierarchical parent-child RAG pipeline that separates fine-grained child-level retrieval from parent-level context reconstruction during generation.,not specified,yes,Agentic and Multi-Agent RAG,智能体与多智能体 RAG,智能体与多智能体 RAG (Agentic and Multi-Agent RAG),Agentic and Multi-Agent RAG
Hierarchical Abstract Tree for Cross-Document Retrieval-Augmented Generation,"Hierarchical abstract tree index through iterative ""merging and collapse"" process and a multi-granular retrieval agent with reorganized queries and agent-powered hybrid retriever.",medium,cross-document multi-hop QA benchmarks,"Ψ-RAG, a tree-RAG framework with a hierarchical abstract tree index built through iterative ""merging and collapse"" process and a multi-granular retrieval agent.",unknown,yes,General or Unspecified RAG,通用或未明确 RAG,通用或未明确 RAG (General or Unspecified RAG),Core Retrieval and Ranking Methods
LLM-Oriented Information Retrieval: A Denoising-First Perspective,"A conceptual framework of IR challenges (from inaccessible to undiscoverable, to misaligned, and finally to unverifiable) and a pipeline-organized taxonomy of signal-to-noise optimization techniques spanning indexing,...",high,"Lifelong assistant, coding agent, deep research, and multimodal understanding domains that rely heavily on retrieval.",Denoising-maximizing usable evidence density and verifiability within a context window-is becoming the primary bottleneck across the full information access pipeline.,unknown,partly,"Survey, Theory, and Governance",综述、理论与治理,"综述、理论与治理 (Survey, Theory, and Governance)","Survey, Theory, and Governance"
