title,method,complexity,scenario,advantages,limitations,data_driven,category,category_zh,category_bilingual,source_category
Evaluating Retrieval-Augmented Generation for Explainable Malware Analysis,Empirical evaluation of RAG for malware explanation using VirusTotal reports as structured input across multiple LLMs.,low,VirusTotal reports as structured input,RAG frequently degrades explanation quality for malware analysis by introducing distracting or weakly related context and adding narrative noise.,unknown,yes,"Evaluation, Benchmarks, and Diagnostics",评测、基准与诊断,"评测、基准与诊断 (Evaluation, Benchmarks, and Diagnostics)","Evaluation, Benchmarks, and Diagnostics"
A Multi-Survey Machine-Readable Corpus of Milky Way Globular Cluster Parameters for Retrieval-Augmented Generation Applications,"Assembly of parameters from four published surveys (Harris photometry, Gaia EDR3 proper motions, Baumgardt N-body dynamics, and APOGEE DR17 chemistry) into consistent JSONL, JSON, and CSV formats with typed fields and...",medium,"Milky Way globular clusters (174 total) with parameters from four surveys: Harris photometry, Gaia EDR3 proper motions, Baumgardt N-body dynamics, and APOGEE DR17 chemistry",Creating a comprehensive corpus that integrates parameters from four independent surveys into a single database designed for RAG applications and traditional quantitative analyses,unknown,yes,"Survey, Theory, and Governance",综述、理论与治理,"综述、理论与治理 (Survey, Theory, and Governance)",Domain-Specific RAG Applications
AdaGATE: Adaptive Gap-Aware Token-Efficient Evidence Assembly for Multi-Hop Retrieval-Augmented Generation,"AdaGATE, a training-free evidence controller for multi-hop RAG that balances gap coverage, corroboration, novelty, redundancy, and direct question relevance in evidence selection.",high,HotpotQA,"AdaGATE frames evidence selection as a token-constrained repair problem, combining entity centric gap tracking, targeted micro-query generation, and a utility based selection mechanism.",unknown,yes,"Efficiency, Deployment, and On-Device RAG",效率、部署与端侧 RAG,"效率、部署与端侧 RAG (Efficiency, Deployment, and On-Device RAG)",Core Retrieval and Ranking Methods
Benchmarking Retrieval Strategies for Biomedical Retrieval-Augmented Generation: A Controlled Empirical Study,"Comparison of Dense Vector Search, Hybrid BM25 + Dense retrieval, Cross-Encoder Reranking, Multi-Query Expansion, and Maximal Marginal Relevance (MMR) using GPT-4o-mini as the generation model, ChromaDB as vector stor...",medium,BioASQ benchmark (rag-mini-bioasq) with 250 question-answer pairs,Systematic empirical comparison of five retrieval strategies within a biomedical question-answering RAG pipeline with fixed components to isolate retrieval effects.,unknown,yes,"Evaluation, Benchmarks, and Diagnostics",评测、基准与诊断,"评测、基准与诊断 (Evaluation, Benchmarks, and Diagnostics)","Evaluation, Benchmarks, and Diagnostics"
Towards Dependable Retrieval-Augmented Generation Using Factual Confidence Prediction,"Two-staged approach: first using conformal prediction to select retrieved chunks with high chance to come from correct source, and second using an attention-based factuality classifier to quantify confidence in answer...",medium,mentioned 'studied datasets' but not specified which ones,"A two-staged approach to predict fact faithfulness of retrieval-augmented generations, using conformal prediction to select high-confidence retrieved chunks and an attention-based factuality classifier to quantify con...","Statistical guarantees from conformal prediction do not hold generally, as the assumption of sample exchangeability depends on the retriever setup",yes,"Reliability, Safety, Privacy, and Security",可靠性、安全、隐私与防护,"可靠性、安全、隐私与防护 (Reliability, Safety, Privacy, and Security)","Reliability, Safety, Privacy, and Security"
Fight Poison with Poison: Enhancing Robustness in Few-shot Machine-Generated Text Detection with Adversarial Training,"REACT (RAG-GuidEd Attacker Strengthens ConTrastive Few-shot Detector), an adversarial training framework that couples a humanization-oriented attacker with a target detector, using retrieval-augmented generation to cr...",high,4 datasets with 4 shot sizes and 3 random seeds,"Adopting a threat-modeling perspective to study detector vulnerabilities from an attacker's viewpoint, enabling the development of more robust detectors.",unknown,yes,"Reliability, Safety, Privacy, and Security",可靠性、安全、隐私与防护,"可靠性、安全、隐私与防护 (Reliability, Safety, Privacy, and Security)","Reliability, Safety, Privacy, and Security"
DocSync: Agentic Documentation Maintenance via Critic-Guided Reflexion,"DocSync, an agentic workflow that combines AST representations and RAG for dependency-aware context, with a critic-guided refinement loop for self-correction against source code. Implemented with a LoRA-adapted small...",medium,unknown,"Framing documentation maintenance as a structurally grounded, iterative generation task by fusing Abstract Syntax Tree (AST) representations and Retrieval-Augmented Generation (RAG) to provide dependency-aware context...",unknown,unknown,Core Retrieval and Ranking Methods,核心检索与排序方法,核心检索与排序方法 (Core Retrieval and Ranking Methods),Core Retrieval and Ranking Methods
Enhancing Judgment Document Generation via Agentic Legal Information Collection and Rubric-Guided Optimization,Judge-R1 framework featuring Agentic Legal Information Collection (dynamic planning agent to retrieve statutes and precedents) and Rubric-Guided Optimization (reinforcement learning with GRPO and comprehensive legal r...,high,JuDGE benchmark,A unified framework (Judge-R1) that jointly improves legal information collection and judgment document generation through agentic legal information collection and rubric-guided optimization.,unknown,yes,Domain-Specific RAG Applications,领域应用型 RAG,领域应用型 RAG (Domain-Specific RAG Applications),Domain-Specific RAG Applications
AutoRAGTuner: A Declarative Framework for Automatic Optimization of RAG Pipelines,"AutoRAGTuner employs a modular architecture to decouple pipeline stages through a component registration mechanism, introduces the Domain-Element Model (DEM) for unifying heterogeneous data, and integrates an adaptive...",high,"diverse RAG pipelines, ranging from vanilla to graph-based","AutoRAGTuner, a declarative, configuration-driven framework that automates the RAG life cycle: construction, execution, evaluation, and optimization.",unknown,yes,Core Retrieval and Ranking Methods,核心检索与排序方法,核心检索与排序方法 (Core Retrieval and Ranking Methods),Core Retrieval and Ranking Methods
Needle-in-RAG: Prompt-Conditioned Character-Level Traceback of Poisoned Spans in Retrieved Evidence,"RAGCharacter, a two-pass forensic framework with Pass-0 running standard RAG with logging and Pass-1 performing event-conditioned traceback via budgeted counterfactual masking and replay.",medium,"Two QA corpora, five poisoning attack families, six target LLMs",Character-level poison traceback in RAG systems to localize responsible spans for misgeneration events.,unknown,yes,"Reliability, Safety, Privacy, and Security",可靠性、安全、隐私与防护,"可靠性、安全、隐私与防护 (Reliability, Safety, Privacy, and Security)","Reliability, Safety, Privacy, and Security"
TrajRAG: Retrieving Geometric-Semantic Experience for Zero-Shot Object Navigation,"TrajRAG framework that uses a topological-polar trajectory representation to encode spatial layouts and semantic contexts, with hierarchical chunking structure for coarse-to-fine retrieval.",medium,"MP3D, HM3D-v1, and HM3D-v2",Retrieval-augmented generation framework that enhances large-model reasoning by retrieving geometric-semantic experiences from past navigation episodes.,unknown,yes,Agentic and Multi-Agent RAG,智能体与多智能体 RAG,智能体与多智能体 RAG (Agentic and Multi-Agent RAG),Agentic and Multi-Agent RAG
A Hybrid Retrieval and Reranking Framework for Evidence-Grounded Retrieval-Augmented Generation,"Hybrid retrieval framework using Amazon Bedrock Knowledge Bases for document ingestion, parsing, chunking, embedding generation, and evidence retrieval. Source documents stored in Amazon S3, embedded using Amazon Tita...",medium,25 biomedical NLP and healthcare transformer queries as a pilot-scale proof-of-concept study,A hybrid retrieval and reranking framework for citation-aware RAG in biomedical and healthcare-related document question answering with claim-level evaluation to verify factual claims against retrieved evidence.,unknown,yes,Core Retrieval and Ranking Methods,核心检索与排序方法,核心检索与排序方法 (Core Retrieval and Ranking Methods),Core Retrieval and Ranking Methods
Led to Mislead: Adversarial Content Injection for Attacks on Neural Ranking Models,"CRAFT operates in three stages: adversarial dataset generation via retrieval-augmented generation and self-refinement, supervised fine-tuning on curated adversarial examples, and preference-guided optimization to alig...",high,"MS MARCO passage dataset, TREC Deep Learning 2019, and TREC Deep Learning 2020 benchmarks","CRAFT, a supervised framework for black-box adversarial rank attacks powered by large language models (LLMs).",unknown,yes,Core Retrieval and Ranking Methods,核心检索与排序方法,核心检索与排序方法 (Core Retrieval and Ranking Methods),Core Retrieval and Ranking Methods
Feedback-Normalized Developer Memory for Reinforcement-Learning Coding Agents: A Safety-Gated MCP Architecture,"A deterministic ranker deployed alongside a contextual-bandit residual policy running in shadow mode that affects behavior only through conservative off-policy-evaluation (OPE) gates, with theory-to-code metadata and...",medium,"A deterministic 200-case benchmark with RL algorithm bugs, hard negatives, review-gated RL/control cases, and low-risk failures.","RL Developer Memory, a local-first, Model Context Protocol (MCP)-native developer-memory architecture for RL coding agents that treats memory selection as a logged contextual decision process with issue_match, issue_f...","Active learned-policy deployment and official-client MCP interoperability are unsupported, live full-configuration latency regresses, and 40 residual non-RL failures remain.",yes,Agentic and Multi-Agent RAG,智能体与多智能体 RAG,智能体与多智能体 RAG (Agentic and Multi-Agent RAG),General or Unspecified RAG
MILD: Mediator Agent System with Bidirectional Perception and Multi-Layered Alignment for Human-Vehicle Collaboration,"MILD system with an agentic architecture, integrating a perception agent for joint in-cabin and out-of-cabin understanding, and a lightweight strategy agent that generates compliant and explainable action suggestions....",high,Three open datasets,Elevating the human role from passive supervisor to active manager through the Mediator-in-the-Loop-Driving (MILD) system.,unknown,yes,Agentic and Multi-Agent RAG,智能体与多智能体 RAG,智能体与多智能体 RAG (Agentic and Multi-Agent RAG),Agentic and Multi-Agent RAG
FT-RAG: A Fine-grained Retrieval-Augmented Generation Framework for Complex Table Reasoning,"FT-RAG framework which uses knowledge association by decomposing tables into entry-level semantic units, structural neighbor expansion for graph retrieval, and multi-modal fusion to consolidate context.",medium,"Multi-Table-RAG-Lib benchmark comprising 9870 QA pairs with high complexity and difficulty, curated for multi-table integration and text-table information fusion.",A fine-grained framework (FT-RAG) that decomposes tables into entry-level semantic units to construct a structured graph and employs structural neighbor expansion for graph retrieval.,Not specified,yes,Core Retrieval and Ranking Methods,核心检索与排序方法,核心检索与排序方法 (Core Retrieval and Ranking Methods),Core Retrieval and Ranking Methods
MAP-Law: Coverage-Driven Retrieval Control for Multi-Turn Legal Consultation,"MAP-Law, a coverage-driven framework for retrieval control in multi-turn legal consultation that transforms stopping from a fixed hyperparameter into an interpretable and auditable decision aligned with legal argument...",medium,self-constructed dataset of 50 cases across eight labor-law scenarios,"MAP-Law models consultation as a controlled retrieval process over a joint structured state of issue nodes, legal element nodes, and evidence nodes, using signals like Element Coverage, Evidence Coverage, and Marginal...",unknown,yes,Domain-Specific RAG Applications,领域应用型 RAG,领域应用型 RAG (Domain-Specific RAG Applications),Domain-Specific RAG Applications
Verbal-R3: Verbal Reranker as the Missing Bridge between Retrieval and Reasoning,"Verbal-R3, a novel agentic RAG framework that consists of a Generator and a Verbal Reranker. The Generator performs iterative retrieval and reasoning, while the Verbal Reranker returns relevance scores and Verbal Anno...",medium,complex Question Answering benchmarks,"Bridging retrieval results and the LLM's reasoning ability through Verbal Annotations, analytic narratives that explicitly articulate the logical connection between a search query and retrieved contexts.",unknown,yes,Agentic and Multi-Agent RAG,智能体与多智能体 RAG,智能体与多智能体 RAG (Agentic and Multi-Agent RAG),Agentic and Multi-Agent RAG
Beyond Semantic Relevance: Counterfactual Risk Minimization for Robust Retrieval-Augmented Generation,Counterfactual Risk Minimization for RAG (CoRM-RAG) with a Cognitive Perturbation Protocol for training and a lightweight Evidence Critic scoring module,high,decision-making benchmarks,"Propose CoRM-RAG, a framework that aligns retrieval with decision safety rather than similarity using a Cognitive Perturbation Protocol and Evidence Critic to identify documents with sufficient evidential strength",unknown,yes,"Reliability, Safety, Privacy, and Security",可靠性、安全、隐私与防护,"可靠性、安全、隐私与防护 (Reliability, Safety, Privacy, and Security)","Reliability, Safety, Privacy, and Security"
Chain of Evidence: Pixel-Level Visual Attribution for Iterative Retrieval-Augmented Generation,"A retriever-agnostic visual attribution framework using Vision-Language Models to reason directly over screenshots of retrieved document candidates, outputting precise bounding boxes and visualizing the complete reaso...",medium,Wiki-CoE (a large-scale dataset of structured web pages derived from 2WikiMultiHopQA) and SlideVQA (a challenging dataset of presentation slides featuring complex diagrams and free-form layouts),"Chain of Evidence (CoE), a retriever-agnostic visual attribution framework that leverages Vision-Language Models to reason directly over screenshots of retrieved document candidates, eliminating format-specific parsin...",Unknown,yes,Multimodal and Visual RAG,多模态与视觉 RAG,多模态与视觉 RAG (Multimodal and Visual RAG),Multimodal and Visual RAG
MindMelody: A Closed-Loop EEG-Driven System for Personalized Music Intervention,"A hybrid Transformer-GNN that decodes real-time EEG signals into Valence-Arousal states and local temporal affect trajectories, which are then fed into a RAG-equipped LLM to formulate structured intervention plans. A...",medium,unknown,"A fully functional, closed-loop real-time system for EEG-driven personalized music intervention that uses an emotion-mediated semantic bridge to map EEG signals to music generation.",unknown,unknown,Core Retrieval and Ranking Methods,核心检索与排序方法,核心检索与排序方法 (Core Retrieval and Ranking Methods),General or Unspecified RAG
NEURON: A Neuro-symbolic System for Grounded Clinical Explainability,A neuro-symbolic system that combines SNOMED CT ontology-informed structural representations with machine learning models and a RAG grounded LLM layer for generating explanations.,medium,MIMIC-IV dataset for Acute Heart Failure mortality prediction,NEURON integrates SNOMED CT ontology-informed structural representations with machine learning models and a Retrieval-Augmented Generation (RAG) grounded LLM layer to synthesize SHAP feature attributions and patient-s...,unknown,yes,Knowledge Graph and Structured Knowledge RAG,知识图谱与结构化知识 RAG,知识图谱与结构化知识 RAG (Knowledge Graph and Structured Knowledge RAG),Core Retrieval and Ranking Methods
A Sentence Relation-Based Approach to Sanitizing Malicious Instructions,"Constructing a sentence-level relational graph across user query and external data, using entailment and contradiction scores as edge weights to identify sentences that deviate from the core task, then employing conne...",medium,not specified,"SONAR, a prompt sanitization framework that identifies and removes injected content using metrics from natural language inference.",unknown,unknown,"Reliability, Safety, Privacy, and Security",可靠性、安全、隐私与防护,"可靠性、安全、隐私与防护 (Reliability, Safety, Privacy, and Security)","Reliability, Safety, Privacy, and Security"
Seeking Information with RAG-Assistants: Does Model Size Matter in Human-AI Collaborations?,"Comparing performance of humans assisted by RAG-assistants with different model sizes (3B, 8B, 70B) against LLM-only and LLM+RAG baselines in a workplace-inspired scenario.",low,A realistic multi-turn information-seeking scenario inspired by workplace settings where compliance with local legislation and secure handling of sensitive data are key.,Evaluating RAG-assistants in realistic multi-turn information-seeking scenarios to understand how model size affects human-AI collaboration dynamics.,Unknown,yes,"Evaluation, Benchmarks, and Diagnostics",评测、基准与诊断,"评测、基准与诊断 (Evaluation, Benchmarks, and Diagnostics)","Evaluation, Benchmarks, and Diagnostics"
"""I Don't Know"" -- Towards Appropriate Trust with Certainty-Aware Retrieval Augmented Generation","CERTA (Certainty Enhanced RAG for Trustworthy Answers), a specialized Retrieval Augmented Generation system that incorporates relevance between question, context, and answer to reflect uncertainty in answering questions.",medium,"Certainty Benchmark with 90 question-context pairs of non-objective questions, divided over four categories (factuality, preference, sycophancy, morality) and three types of contexts (relevant, incomplete, irrelevant).",Conveying appropriate levels of self-reflected certainty to build appropriate trust in AI systems.,unknown,yes,Core Retrieval and Ranking Methods,核心检索与排序方法,核心检索与排序方法 (Core Retrieval and Ranking Methods),Core Retrieval and Ranking Methods
E-MIA: Exam-Style Black-Box Membership Inference Attacks against RAG Systems,"E-MIA creates exams with four question types (FB/SC/MC/T/F) based on fine-grained details, proper nouns/technical terms, definitional statements, metadata cues, and causal/constraint relations from target documents, u...",medium,multiple datasets and diverse RAG configurations,Convert verifiable hard evidence in target documents into objectively gradable exam questions to determine membership in the RAG knowledge base.,unknown,yes,"Reliability, Safety, Privacy, and Security",可靠性、安全、隐私与防护,"可靠性、安全、隐私与防护 (Reliability, Safety, Privacy, and Security)","Reliability, Safety, Privacy, and Security"
ARIS: Agentic and Relationship Intelligence System for Social Robots,"ARIS framework with multimodal reasoning, graph-based Social World Model, and RAG-based conversational pipeline that maintains bounded latency",medium,Pepper robot in a robot-mediated dyadic conversational setting with user study (N=23),"ARIS, an agentic AI framework that unifies multimodal reasoning, a graph-based Social World Model, and retrieval-augmented generation (RAG) within a single modular architecture for social robots",unknown,yes,Core Retrieval and Ranking Methods,核心检索与排序方法,核心检索与排序方法 (Core Retrieval and Ranking Methods),General or Unspecified RAG
When Good OCR Is Not Enough: Benchmarking OCR Robustness for Retrieval-Augmented Generation,"Introduction of an OCR benchmark for industrial RAG systems covering 11 challenging document types, including extreme layouts, high-resolution pages, complex backgrounds, historical documents, decorated text, and docu...",medium,"11 challenging document types including extreme layouts, high-resolution pages, complex or watermarked backgrounds, historical documents with non-standard reading orders, visually decorated text, and documents contain...","High OCR accuracy does not necessarily translate into strong downstream RAG performance, as structural and semantic errors can cause substantial retrieval failures even when character-level metrics like WER/CER remain...",not specified,yes,"Reliability, Safety, Privacy, and Security",可靠性、安全、隐私与防护,"可靠性、安全、隐私与防护 (Reliability, Safety, Privacy, and Security)","Evaluation, Benchmarks, and Diagnostics"
DebiasRAG: A Tuning-Free Path to Fair Generation in Large Language Models through Retrieval-Augmented Generation,DebiasRAG consists of three stages: (1) query-specific debiasing candidate generation through self-diagnosed bias contexts; (2) context candidate pool construction by producing debiasing contexts as additional fairnes...,medium,chunked Wikipedia dataset mentioned as the regular RAG document database,"DebiasRAG, a tuning-free and dynamic query-specific debiasing framework based on retrieval-augmented generation that improves fairness while preserving the intrinsic properties of LLMs.",unknown,partly,Core Retrieval and Ranking Methods,核心检索与排序方法,核心检索与排序方法 (Core Retrieval and Ranking Methods),Core Retrieval and Ranking Methods
A Retrieval-Enhanced Transformer for Multi-Step Port-of-Call Sequence Prediction in Global Liner Shipping,"CCRE framework with a retrieval-enhanced historical encoder, Transformer-based trajectory encoder with adaptive ""middle fusion"" via cross-attention, and an autoregressive Transformer decoder with Scheduled Sampling an...",medium,global dataset in maritime shipping domain,A Connectivity-Constrained and Retrieval-Enhanced (CCRE) deep learning framework that queries a global maritime database for contextually similar navigational precedents to compensate for data sparsity and resolve rou...,not specified,yes,Core Retrieval and Ranking Methods,核心检索与排序方法,核心检索与排序方法 (Core Retrieval and Ranking Methods),Domain-Specific RAG Applications
Towards Generalization of Block Attention via Automatic Segmentation and Block Distillation,"Construction of SemanticSeg dataset with over 30k instances across 16 categories, training a lightweight segmenter to automatically partition text into human-instinct-aligned blocks, and proposing block distillation f...",high,"SemanticSeg dataset containing over 30k instances across 16 categories including books, code, web text, and conversations with text lengths ranging from 2k to 32k. Multiple models and benchmarks used for experiments.",Using a large semantic segmentation dataset to train a lightweight segmenter for automatic text partitioning and developing a block distillation training framework that is more efficient than block fine-tuning.,Not specified,yes,Multimodal and Visual RAG,多模态与视觉 RAG,多模态与视觉 RAG (Multimodal and Visual RAG),Core Retrieval and Ranking Methods
Fairness-Aware Retrieval Optimization for Retrieval-Augmented Generation,"A framework combining controlled bias injection via reranking, a position-aware model of bias propagation, and an optimization formulation balancing relevance and fairness, with a scalable solution called Quadratic Fa...",high,unknown,A fairness-aware retrieval framework that models and controls bias in the retrieval process for RAG systems.,unknown,unknown,"Reliability, Safety, Privacy, and Security",可靠性、安全、隐私与防护,"可靠性、安全、隐私与防护 (Reliability, Safety, Privacy, and Security)",Core Retrieval and Ranking Methods
Retrieval-Augmented Large Language Models for Schema-Constrained Clinical Information Extraction,"Modular RAG pipeline with schema-constrained prompting (full schema vs. pruned candidate schema), deterministic schema-based postprocessing, and second-pass audit, using Llama-4-Scout-17B-16E-Instruct and GPT-5.2 as L...",high,"MEDIQA-SYNUR, which focuses on observation extraction from conversational nurse-patient transcripts.","A modular retrieval-augmented generation (RAG) pipeline that uses training set as exemplar corpus, combines schema-constrained prompting, deterministic schema-based postprocessing, and a second-pass audit.",unknown,yes,Domain-Specific RAG Applications,领域应用型 RAG,领域应用型 RAG (Domain-Specific RAG Applications),Core Retrieval and Ranking Methods
Eskwai for Students: Generative AI Assistant for Legal Education in Ghana,Retrieval augmented generation (RAG) system with a curated database of over 12K case laws and 1.4K legislation in Ghana.,medium,Longitudinal study of 30 months (2.5 years) used by 3.1K law students in Ghana who made 32K queries.,"Development of Eskwai for Students, a retrieval augmented generation system to help law students with legal education.",Ethical concerns raised by the types of queries submitted by law students.,yes,Domain-Specific RAG Applications,领域应用型 RAG,领域应用型 RAG (Domain-Specific RAG Applications),Domain-Specific RAG Applications
Is Grep All You Need? How Agent Harnesses Reshape Agentic Search,"Two experiments: Experiment 1 compares grep and vector retrieval on 116 questions from LongMemEval using different agent harnesses (Chronos, Claude Code, Codex, Gemini CLI) and different tool result presentation metho...",medium,LongMemEval dataset with 116 questions,Conducting an empirical study to compare different retrieval strategies (grep vs vector) across various agent architectures and tool-calling paradigms in agentic search systems.,Not specified,yes,Agentic and Multi-Agent RAG,智能体与多智能体 RAG,智能体与多智能体 RAG (Agentic and Multi-Agent RAG),"Evaluation, Benchmarks, and Diagnostics"
Why Neighborhoods Matter: Traversal Context and Provenance in Agentic GraphRAG,"Controlled ablation experiments comparing the effects of isolating, removing, and masking cited and uncited graph entities.",medium,unknown,"Citation faithfulness in Agentic GraphRAG should be framed as a trajectory-level problem where citations should support the answer and account for the graph traversal, structure, and visited-but-uncited entities that...",unknown,unknown,Knowledge Graph and Structured Knowledge RAG,知识图谱与结构化知识 RAG,知识图谱与结构化知识 RAG (Knowledge Graph and Structured Knowledge RAG),Core Retrieval and Ranking Methods
From Scenes to Elements: Multi-Granularity Evidence Retrieval for Verifiable Multimodal RAG,"GranuRAG, a multi-granularity framework with three stages: element-level detection and classification, multi-granularity cross-modal alignment for evidence retrieval, and attribution-constrained generation.",medium,"GranuVistaVQA, a multimodal benchmark featuring real-world landmarks with element-level annotations across multiple viewpoints, capturing the partial observation challenge.","Multi-granularity framework that treats visual elements as first-class retrieval units through element-level detection and classification, multi-granularity cross-modal alignment for evidence retrieval, and attributio...",unknown,yes,Multimodal and Visual RAG,多模态与视觉 RAG,多模态与视觉 RAG (Multimodal and Visual RAG),Multimodal and Visual RAG
Emotion-Attended Stateful Memory (EASM):The Architecture for Hyper-Personalization at Scale,An emotion-attended stateful memory architecture for constructing user-specific conversational context,medium,thirty non-scripted conversations spanning six emotionally distinct categories,"An emotion-attended stateful memory architecture that dynamically constructs user-specific conversational context using long-term history, emotional signals, and inferred intent at inference time",broader validation across larger and more diverse evaluations remains necessary,yes,Agentic and Multi-Agent RAG,智能体与多智能体 RAG,智能体与多智能体 RAG (Agentic and Multi-Agent RAG),General or Unspecified RAG
Falkor-IRAC: Graph-Constrained Generation for Verified Legal Reasoning in Indian Judicial AI,"Falkor-IRAC, a framework that ingests Indian court judgments as IRAC node structures with procedural state transitions, precedent relationships, and statutory references stored in FalkorDB, and uses a Verifier Agent t...",medium,"Indian court judgments from the Supreme Court and High Courts, the companion InIRAC dataset with 500+ structured Indian court judgments with IRAC annotations","Graph-constrained generation framework for legal AI that grounds generation in structured reasoning over an IRAC (Issue, Rule, Analysis, Conclusion) knowledge graph.",Evaluation against vector-only RAG baselines is left for future work,yes,Knowledge Graph and Structured Knowledge RAG,知识图谱与结构化知识 RAG,知识图谱与结构化知识 RAG (Knowledge Graph and Structured Knowledge RAG),Knowledge Graph and Structured Knowledge RAG
Not All RAGs Are Created Equal: A Component-Wise Empirical Study for Software Engineering Tasks,"Component-wise empirical study evaluating 21 distinct models and methods, isolating 4 query processing techniques, 7 retrieval models, 4 context refinement methods, and 6 generators.",medium,"Software engineering tasks including code generation, summarization, and repair.","Retriever-side components, particularly the choice of retrieval algorithm, have a more significant influence on RAG system performance than the generator model selection.",unknown,yes,Domain-Specific RAG Applications,领域应用型 RAG,领域应用型 RAG (Domain-Specific RAG Applications),Domain-Specific RAG Applications
Deepchecks: Evaluating Retrieval-Augmented Generation (RAG),A multi-faceted approach with root cause analysis and production monitoring for evaluating RAG applications.,medium,unknown,"Deepchecks, a comprehensive framework tailored for evaluating RAG applications.",unknown,unknown,"Evaluation, Benchmarks, and Diagnostics",评测、基准与诊断,"评测、基准与诊断 (Evaluation, Benchmarks, and Diagnostics)","Evaluation, Benchmarks, and Diagnostics"
Does RAG Know When Retrieval Is Wrong? Diagnosing Context Compliance under Knowledge Conflict,"Context-Driven Decomposition (CDD), a belief-decomposition probe and intervention mechanism.",medium,"Epi-Scale stress tests, TruthfulQA misconception injection, cross-model reruns.","Context-Driven Decomposition (CDD), a belief-decomposition probe that operates at inference time and serves as an intervention mechanism for controlled retrieval conflict.",unknown,yes,"Survey, Theory, and Governance",综述、理论与治理,"综述、理论与治理 (Survey, Theory, and Governance)","Evaluation, Benchmarks, and Diagnostics"
Why Retrieval-Augmented Generation Fails: A Graph Perspective,"Constructing attribution graphs using circuit tracing to model information flow through transformer layers during decoding, and developing a graph-based error detection framework.",medium,multiple question answering benchmarks,Examining how retrieved evidence influences answer generation through model-internal analysis using circuit tracing to construct attribution graphs.,unknown,yes,General or Unspecified RAG,通用或未明确 RAG,通用或未明确 RAG (General or Unspecified RAG),Core Retrieval and Ranking Methods
Thinking Ahead: Prospection-Guided Retrieval of Memory with Language Models,"PGR expands a user query into a short Tree-of-Thought or linear chain of plausible next steps, uses these steps as retrieval probes, then uses the retrieved facts to personalize the next round of prospection, enabling...",medium,"MemoryQuest benchmark (multi-session benchmark with 3-5 dated reference facts per query subject to low query-reference similarity constraint) and 1,625 queries spanning 185 user profiles from 3 publicly available data...","Prospection-Guided Retrieval (PGR), which decouples retrieval from how memories are stored by using expanded goals in Tree-of-Thought (ToT) or linear chains as retrieval probes rather than relying solely on the origin...",Not explicitly mentioned,yes,Agentic and Multi-Agent RAG,智能体与多智能体 RAG,智能体与多智能体 RAG (Agentic and Multi-Agent RAG),Core Retrieval and Ranking Methods
ProtoMedAgent: Multimodal Clinical Interpretability via Privacy-Aware Agentic Workflows,"A framework that operates on a frozen prototype backbone, distilling latent visual and tabular features into a discrete semantic memory, with online generation strictly constrained by exact set-theoretic differentials...",high,"A 4,160-patient clinical cohort","ProtoMedAgent formalizes multimodal clinical reporting as an iterative, zero-gradient test-time optimization problem over a strict neuro-symbolic bottleneck, distilling latent features into a discrete semantic memory...",unknown,yes,Multimodal and Visual RAG,多模态与视觉 RAG,多模态与视觉 RAG (Multimodal and Visual RAG),"Reliability, Safety, Privacy, and Security"
Derivation Prompting: A Logic-Based Method for Improving Retrieval-Augmented Generation,"deriving conclusions from initial hypotheses through the systematic application of predefined rules, constructing an interpretable derivation tree that adds control over the generation process",medium,unknown,"Derivation Prompting, a novel prompting technique for the generation step of the Retrieval-Augmented Generation framework, inspired by logic derivations",unknown,unknown,Core Retrieval and Ranking Methods,核心检索与排序方法,核心检索与排序方法 (Core Retrieval and Ranking Methods),General or Unspecified RAG
VectorSmuggle: Steganographic Exfiltration in Embedding Stores and a Cryptographic Provenance Defense,"Evaluates steganographic techniques using perturbations (noise injection, rotation, scaling, offset, fragmentation) and proposes VectorPin, a cryptographic provenance protocol that pins embeddings to source content vi...",medium,"synthetic-PII corpus on text-embedding-3-large, four locally hosted open embedding models, BEIR NFCorpus, Quora subset (over 26,000 chunks combined), seven vector-store configurations","Attackers can hide payload data inside embeddings using simple post-embedding perturbations while preserving surface-level retrieval behavior, and a cryptographic provenance protocol can prevent such attacks.",not specified,yes,"Reliability, Safety, Privacy, and Security",可靠性、安全、隐私与防护,"可靠性、安全、隐私与防护 (Reliability, Safety, Privacy, and Security)","Reliability, Safety, Privacy, and Security"
PersonalAI 2.0: Enhancing knowledge graph traversal/retrieval with planning mechanism for Personalized LLM Agents,"PAI-2 framework with adaptive, iterative information search guided by extracted entities, matched graph vertices, and generated clue-queries, utilizing graph traversal algorithms like BeamSearch and WaterCircles with...",medium,"Natural Questions, TriviaQA, HotpotQA, 2WikiMultihopQA, MuSiQue, DiaASQ, and MINE-1 benchmarks","Enhancing LLM-based systems through integration of external knowledge graphs with a dynamic, multistage query processing pipeline",unknown,yes,Agentic and Multi-Agent RAG,智能体与多智能体 RAG,智能体与多智能体 RAG (Agentic and Multi-Agent RAG),Knowledge Graph and Structured Knowledge RAG
